Customer_ID,Name,Age,Annual_Income,Education_Level,Occupation,City,Customer_Reviews,Purchase_Frequency,Product_Category,Target_Variable
CUST0231,Customer_231,61.0,27168.77,High School,Engineer,New York,Amazing! Highly recommended. !&!,26,Home Appliances,High
CUST0232,Customer_232,20.0,38771.21,Master,,Chicago,"The packaging was damaged, but the product is fine. @#%",10,Toys,Low
CUST0233,Customer_233,56.0,102838.94,PhD,Teacher,New York,"It's okay, not the best, but does the job. ^^",1,Books,High
CUST0234,Customer_234,48.0,108968.53,High School,Doctor,Los Angeles,Great product! Would definitely buy again. ~~,22,Toys,Low
CUST0235,Customer_235,70.0,79998.14,High School,Lawyer,Chicago,Not what I expected... could be better. @$@,19,Electronics,High
CUST0236,Customer_236,37.0,45065.34,High School,Scientist,Los Angeles,"The packaging was damaged, but the product is fine. %&%",16,Clothing,Low
CUST0237,Customer_237,32.0,90854.95,Master,Lawyer,Los Angeles,Terrible experience. Never shopping here again! ~@^,13,Home Appliances,Low
CUST0238,Customer_238,44.0,51998.13,High School,Engineer,Chicago,Amazing! Highly recommended. !,2,Books,Low
CUST0239,Customer_239,,,PhD,Doctor,Chicago,Worst purchase I've made. Very disappointed! ^~$,17,Electronics,Low
CUST0240,Customer_240,23.0,79927.08,PhD,Doctor,Los Angeles,Amazing! Highly recommended. $@$,17,Home Appliances,Low
CUST0241,Customer_241,51.0,26268.26,Master,Teacher,Chicago,Not what I expected... could be better. @^,28,Books,Medium
CUST0242,Customer_242,63.0,69115.5,Bachelor,Scientist,New York,Amazing! Highly recommended. $,29,Toys,Low
CUST0243,Customer_243,59.0,33300.41,High School,Lawyer,Chicago,Worst purchase I've made. Very disappointed! ##,29,Books,Medium
CUST0244,Customer_244,21.0,57808.07,High School,,Houston,Worst purchase I've made. Very disappointed! ~!,7,Home Appliances,High
CUST0245,Customer_245,25.0,35004.88,PhD,Teacher,Chicago,Amazing! Highly recommended. *&,11,Toys,Low
CUST0246,Customer_246,,97820.92,PhD,Teacher,Houston,"It's okay, not the best, but does the job. ~*",11,Clothing,Low
CUST0247,Customer_247,55.0,83350.68,High School,Engineer,Chicago,Great product! Would definitely buy again. %*%,5,Books,Low
CUST0248,Customer_248,22.0,70118.16,Master,Teacher,Chicago,Love it! Perfect for my needs. ^,10,Toys,High
CUST0249,Customer_249,45.0,35546.88,High School,Artist,Phoenix,Love it! Perfect for my needs. #,24,Home Appliances,Medium
CUST0250,Customer_250,46.0,99182.32,PhD,Lawyer,Los Angeles,Worst purchase I've made. Very disappointed! $,17,Clothing,High
CUST0251,Customer_251,35.0,94346.13,Master,Teacher,Houston,"Decent quality, but shipping took too long. *$",14,Books,Medium
CUST0252,Customer_252,48.0,117708.43,Master,Doctor,Chicago,Customer service was very helpful! !#&,9,Toys,Medium
CUST0253,Customer_253,50.0,33702.54,Bachelor,Lawyer,Phoenix,Great product! Would definitely buy again. *@,15,Clothing,Low
CUST0254,Customer_254,63.0,90452.29,Bachelor,Doctor,Chicago,Amazing! Highly recommended. ~,29,Clothing,High
CUST0255,Customer_255,40.0,71199.34,Master,Scientist,New York,"The packaging was damaged, but the product is fine. !^&",6,Books,Medium
CUST0256,Customer_256,28.0,53884.14,PhD,Artist,New York,Not what I expected... could be better. &,1,Home Appliances,Low
CUST0257,Customer_257,46.0,93142.7,High School,Artist,Phoenix,"The packaging was damaged, but the product is fine. %%",15,Home Appliances,Low
CUST0258,Customer_258,42.0,35932.2,High School,Lawyer,Chicago,Terrible experience. Never shopping here again! %*&,21,Electronics,Medium
CUST0259,Customer_259,60.0,94671.79,PhD,Artist,Los Angeles,Great product! Would definitely buy again. #,13,Home Appliances,Medium
CUST0260,Customer_260,18.0,51127.57,PhD,Engineer,Phoenix,Terrible experience. Never shopping here again! %%,30,Clothing,Low
CUST0261,Customer_261,21.0,95825.02,PhD,Lawyer,Chicago,"It's okay, not the best, but does the job. @%",11,Home Appliances,Medium
CUST0262,Customer_262,47.0,73987.09,Master,Artist,Phoenix,Great product! Would definitely buy again. #,20,,Low
CUST0263,Customer_263,44.0,79829.46,Bachelor,Teacher,Chicago,"Decent quality, but shipping took too long. &*",5,Electronics,Medium
CUST0264,Customer_264,31.0,,Bachelor,Doctor,Phoenix,Great product! Would definitely buy again. !$&,17,Clothing,Medium
CUST0265,Customer_265,35.0,107387.66,Master,Doctor,Los Angeles,,5,Books,Medium
CUST0266,Customer_266,21.0,59073.9,High School,Teacher,New York,"It's okay, not the best, but does the job. &$",14,Clothing,High
CUST0267,Customer_267,61.0,99200.73,Master,Teacher,Phoenix,Customer service was very helpful! &,21,Electronics,Medium
CUST0268,Customer_268,46.0,88340.11,Master,Lawyer,Los Angeles,Worst purchase I've made. Very disappointed! !~,12,Toys,Medium
CUST0269,Customer_269,30.0,66058.81,High School,Artist,New York,"The packaging was damaged, but the product is fine. ~",20,Toys,Medium
CUST0270,Customer_270,27.0,29640.47,Master,Artist,Los Angeles,"Decent quality, but shipping took too long. *",26,Toys,Medium
CUST0271,Customer_271,25.0,115515.74,High School,Lawyer,Houston,"The packaging was damaged, but the product is fine. $!$",25,Books,Low
CUST0272,Customer_272,51.0,110316.37,PhD,Doctor,Houston,Terrible experience. Never shopping here again! *,11,Clothing,Low
CUST0273,Customer_273,28.0,20628.42,Bachelor,Lawyer,Phoenix,Great product! Would definitely buy again. ^,20,Clothing,Medium
CUST0274,Customer_274,42.0,70545.48,Master,Teacher,Houston,Amazing! Highly recommended. &,21,Books,Low
CUST0275,Customer_275,22.0,37031.95,Bachelor,Artist,Los Angeles,"It's okay, not the best, but does the job. #~~",7,Clothing,Low
CUST0276,Customer_276,70.0,119538.52,High School,Scientist,Chicago,"Decent quality, but shipping took too long. $$^",19,Electronics,Low
CUST0277,Customer_277,22.0,88071.17,High School,Engineer,Chicago,Terrible experience. Never shopping here again! ~,19,Books,Medium
CUST0278,Customer_278,20.0,,PhD,Artist,Chicago,"It's okay, not the best, but does the job. @",5,Home Appliances,High
CUST0279,Customer_279,52.0,78434.89,PhD,Scientist,Phoenix,"It's okay, not the best, but does the job. &&$",24,Clothing,Medium
CUST0280,Customer_280,19.0,54653.87,Master,Scientist,Phoenix,Amazing! Highly recommended. ^&^,3,Home Appliances,Medium
CUST0281,Customer_281,26.0,63440.69,,,New York,Worst purchase I've made. Very disappointed! %!#,18,Electronics,High
CUST0282,Customer_282,26.0,100898.03,High School,Artist,Houston,Great product! Would definitely buy again. ^$&,5,Books,Low
CUST0283,Customer_283,53.0,28673.49,Master,Scientist,Los Angeles,"Decent quality, but shipping took too long. @#",12,Clothing,Low
CUST0284,Customer_284,40.0,48553.08,High School,Scientist,Phoenix,,22,Toys,High
CUST0285,Customer_285,65.0,91363.88,Master,Scientist,Los Angeles,"It's okay, not the best, but does the job. ~##",17,Books,High
CUST0286,Customer_286,65.0,95375.15,Master,Engineer,Phoenix,Great product! Would definitely buy again. ^,1,Toys,Medium
CUST0287,Customer_287,25.0,54795.32,Bachelor,Doctor,Los Angeles,Amazing! Highly recommended. !!^,2,Books,Low
CUST0288,Customer_288,41.0,61676.12,High School,Teacher,Phoenix,,28,Clothing,Low
CUST0289,Customer_289,43.0,57258.76,Master,Doctor,Los Angeles,Amazing! Highly recommended. $,22,Clothing,High
CUST0290,Customer_290,64.0,44924.91,High School,Scientist,Houston,Amazing! Highly recommended. &~^,13,Electronics,Medium
CUST0291,Customer_291,27.0,103391.15,Bachelor,Artist,Houston,,27,Clothing,Medium
CUST0292,Customer_292,65.0,57393.23,Bachelor,Lawyer,Los Angeles,Customer service was very helpful! *&#,17,Electronics,High
CUST0293,Customer_293,69.0,99188.46,,Scientist,Houston,Love it! Perfect for my needs. @@*,2,Books,Medium
CUST0294,Customer_294,51.0,41678.22,Bachelor,Lawyer,New York,Terrible experience. Never shopping here again! &,8,Books,High
CUST0295,Customer_295,40.0,60986.92,Bachelor,Doctor,Houston,"It's okay, not the best, but does the job. ^~",9,Toys,Medium
CUST0296,Customer_296,18.0,66803.85,PhD,Artist,Chicago,Worst purchase I've made. Very disappointed! #!,27,Books,Medium
CUST0297,Customer_297,,59940.28,Master,Doctor,Los Angeles,Terrible experience. Never shopping here again! !~,24,Clothing,High
CUST0298,Customer_298,18.0,81538.54,Bachelor,Lawyer,Houston,Terrible experience. Never shopping here again! ^,25,Home Appliances,Low
CUST0299,Customer_299,45.0,81519.77,PhD,Teacher,Phoenix,"It's okay, not the best, but does the job. @~",16,Electronics,Medium
CUST0300,Customer_300,21.0,40998.85,Bachelor,Teacher,Phoenix,Worst purchase I've made. Very disappointed! $,19,Electronics,High
CUST0301,Customer_301,66.0,114749.64,High School,Lawyer,Chicago,Customer service was very helpful! *,28,Clothing,Low
CUST0302,Customer_302,54.0,103390.61,PhD,Teacher,Houston,Terrible experience. Never shopping here again! &,8,,High
CUST0303,Customer_303,19.0,34447.68,PhD,Doctor,Houston,"Decent quality, but shipping took too long. @@",9,Home Appliances,Low
CUST0304,Customer_304,32.0,39121.43,Master,Engineer,Los Angeles,"Decent quality, but shipping took too long. $&",1,Clothing,Medium
CUST0305,Customer_305,60.0,21222.98,PhD,Doctor,Chicago,"It's okay, not the best, but does the job. %@",22,Electronics,High
CUST0306,Customer_306,62.0,71130.38,Bachelor,Scientist,Houston,Love it! Perfect for my needs. *,23,Toys,Low
CUST0307,Customer_307,51.0,57128.32,Bachelor,Lawyer,Los Angeles,Love it! Perfect for my needs. *$,5,Clothing,Medium
CUST0308,Customer_308,,97732.68,PhD,Teacher,New York,"It's okay, not the best, but does the job. ^",3,Electronics,Medium
CUST0309,Customer_309,32.0,91090.44,Bachelor,Lawyer,Los Angeles,Customer service was very helpful! ~,16,,High
CUST0310,Customer_310,32.0,67444.03,PhD,Artist,Phoenix,Amazing! Highly recommended. $!,29,Electronics,High
CUST0311,Customer_311,67.0,25920.19,PhD,Doctor,Los Angeles,Not what I expected... could be better. &@%,5,Toys,Medium
CUST0312,Customer_312,18.0,116092.59,High School,Engineer,Phoenix,Love it! Perfect for my needs. @!,14,Books,Low
CUST0313,Customer_313,48.0,73135.95,PhD,Lawyer,Los Angeles,Not what I expected... could be better. @%,19,Home Appliances,Medium
CUST0314,Customer_314,48.0,63909.48,Bachelor,Scientist,New York,,10,Toys,Low
CUST0315,Customer_315,38.0,101749.5,PhD,Scientist,Chicago,Worst purchase I've made. Very disappointed! ^,23,Books,Low
CUST0316,Customer_316,41.0,71377.32,Bachelor,,Phoenix,Not what I expected... could be better. @,4,Clothing,High
CUST0317,Customer_317,32.0,77428.23,High School,Engineer,Phoenix,Terrible experience. Never shopping here again! $%,13,Home Appliances,Low
CUST0318,Customer_318,,108550.85,High School,Teacher,Chicago,"It's okay, not the best, but does the job. @@@",19,Electronics,High
CUST0319,Customer_319,46.0,53943.57,High School,Engineer,New York,Not what I expected... could be better. &~,17,Home Appliances,Low
CUST0320,Customer_320,51.0,95738.3,Bachelor,Lawyer,Houston,Customer service was very helpful! #&,4,Clothing,Low
CUST0321,Customer_321,47.0,76271.92,PhD,Engineer,Chicago,Terrible experience. Never shopping here again! ##*,9,Toys,Low
CUST0322,Customer_322,29.0,41367.92,High School,Artist,Houston,Customer service was very helpful! &$!,10,Electronics,Low
CUST0323,Customer_323,67.0,78827.22,High School,Teacher,New York,Love it! Perfect for my needs. !!^,30,Toys,High
CUST0324,Customer_324,,53724.79,High School,Lawyer,Houston,"The packaging was damaged, but the product is fine. ^",1,Toys,Medium
CUST0325,Customer_325,22.0,44865.11,PhD,Artist,Phoenix,Great product! Would definitely buy again. @@&,19,Home Appliances,High
CUST0326,Customer_326,41.0,73178.39,High School,Engineer,Houston,,20,,High
CUST0327,Customer_327,,114009.52,Bachelor,Doctor,Chicago,Worst purchase I've made. Very disappointed! *,6,Clothing,Medium
CUST0328,Customer_328,55.0,47054.03,Bachelor,Doctor,Phoenix,"It's okay, not the best, but does the job. ~",3,Toys,Medium
CUST0329,Customer_329,66.0,,,Engineer,Phoenix,"It's okay, not the best, but does the job. &*%",1,,High
CUST0330,Customer_330,53.0,72589.97,Master,,Phoenix,Great product! Would definitely buy again. @,14,Home Appliances,High
CUST0331,Customer_331,25.0,106151.51,,Lawyer,Chicago,Great product! Would definitely buy again. *%,19,Clothing,Medium
CUST0332,Customer_332,42.0,117443.75,,Doctor,Phoenix,Amazing! Highly recommended. &#%,1,Clothing,Low
CUST0333,Customer_333,49.0,55399.86,Master,Engineer,New York,"It's okay, not the best, but does the job. @",27,Toys,High
CUST0334,Customer_334,43.0,61531.78,Master,Teacher,Chicago,Love it! Perfect for my needs. *,3,Books,High
CUST0335,Customer_335,35.0,91856.65,High School,Scientist,Phoenix,"The packaging was damaged, but the product is fine. $&#",27,Home Appliances,High
CUST0336,Customer_336,,60648.29,PhD,Doctor,Phoenix,Amazing! Highly recommended. %,13,Toys,High
CUST0337,Customer_337,61.0,103465.07,Bachelor,Scientist,Chicago,Great product! Would definitely buy again. #,26,Electronics,Medium
CUST0338,Customer_338,68.0,60423.0,Master,Artist,Chicago,Amazing! Highly recommended. &&,8,Electronics,Low
CUST0339,Customer_339,50.0,94900.86,PhD,Doctor,Houston,"The packaging was damaged, but the product is fine. ~",17,Electronics,Medium
CUST0340,Customer_340,61.0,93788.49,Master,Doctor,Los Angeles,Worst purchase I've made. Very disappointed! &,9,Electronics,Medium
CUST0341,Customer_341,40.0,95705.55,PhD,Scientist,Chicago,"Decent quality, but shipping took too long. ~",1,Home Appliances,Medium
CUST0342,Customer_342,30.0,78298.67,High School,Scientist,New York,"The packaging was damaged, but the product is fine. #$",2,Toys,Medium
CUST0343,Customer_343,35.0,88613.12,PhD,Artist,Houston,Not what I expected... could be better. #*,28,Home Appliances,Medium
CUST0344,Customer_344,23.0,88680.77,Bachelor,Lawyer,New York,Worst purchase I've made. Very disappointed! @,27,Books,Low
CUST0345,Customer_345,61.0,72689.83,Master,Artist,Los Angeles,"It's okay, not the best, but does the job. %^",14,Toys,High
CUST0346,Customer_346,35.0,42515.16,High School,Lawyer,Los Angeles,"Decent quality, but shipping took too long. @^",12,Electronics,Medium
CUST0347,Customer_347,66.0,113054.6,PhD,Engineer,Chicago,Amazing! Highly recommended. $~,17,Toys,High
CUST0348,Customer_348,41.0,61268.45,PhD,Artist,Houston,Terrible experience. Never shopping here again! ~$#,22,Electronics,Low
CUST0349,Customer_349,29.0,44455.61,High School,Teacher,Houston,Worst purchase I've made. Very disappointed! $&,22,Electronics,Medium
CUST0350,Customer_350,19.0,84388.02,High School,Engineer,Phoenix,Not what I expected... could be better. %@,4,Books,Low
CUST0351,Customer_351,31.0,26242.4,PhD,Artist,Phoenix,Great product! Would definitely buy again. !,30,Toys,Medium
CUST0352,Customer_352,63.0,80661.24,Master,Engineer,New York,Amazing! Highly recommended. %,20,Home Appliances,High
CUST0353,Customer_353,50.0,53445.48,PhD,Lawyer,Chicago,Terrible experience. Never shopping here again! ^*@,22,,High
CUST0354,Customer_354,28.0,106971.85,High School,Scientist,New York,Terrible experience. Never shopping here again! *@@,17,Home Appliances,Low
CUST0355,Customer_355,58.0,24216.23,Bachelor,,Phoenix,"It's okay, not the best, but does the job. ^^%",7,Home Appliances,Medium
CUST0356,Customer_356,39.0,,Master,Artist,Phoenix,Not what I expected... could be better. !,15,Electronics,Low
CUST0357,Customer_357,37.0,77533.29,PhD,Doctor,Phoenix,Love it! Perfect for my needs. &,4,Clothing,High
CUST0358,Customer_358,35.0,108801.87,Master,Engineer,New York,Not what I expected... could be better. ^,1,,Medium
CUST0359,Customer_359,67.0,46156.47,,Scientist,Chicago,Not what I expected... could be better. @,2,Books,Medium
CUST0360,Customer_360,30.0,37632.19,PhD,Scientist,Phoenix,Great product! Would definitely buy again. ~!^,29,Home Appliances,Low
CUST0361,Customer_361,,113410.48,High School,Artist,Chicago,Love it! Perfect for my needs. *,5,Books,High
CUST0362,Customer_362,30.0,28018.32,Master,Doctor,Phoenix,Worst purchase I've made. Very disappointed! #@,17,Electronics,Low
CUST0363,Customer_363,19.0,53138.73,High School,Engineer,Los Angeles,Love it! Perfect for my needs. @@^,2,Clothing,Low
CUST0364,Customer_364,60.0,,PhD,Teacher,Phoenix,Customer service was very helpful! %*&,25,Electronics,Medium
CUST0365,Customer_365,40.0,94918.33,High School,Doctor,Houston,"The packaging was damaged, but the product is fine. *#",15,Electronics,High
CUST0366,Customer_366,43.0,109138.99,Bachelor,Scientist,New York,Great product! Would definitely buy again. $&!,7,Books,Medium
CUST0367,Customer_367,49.0,68167.77,Bachelor,Artist,Los Angeles,"Decent quality, but shipping took too long. ^%!",18,Clothing,Medium
CUST0368,Customer_368,25.0,39608.29,Master,Scientist,Los Angeles,Amazing! Highly recommended. ~,2,Toys,Low
CUST0369,Customer_369,27.0,22634.35,Master,Artist,New York,Not what I expected... could be better. !,27,Electronics,High
CUST0370,Customer_370,49.0,99122.19,Bachelor,Artist,Los Angeles,"It's okay, not the best, but does the job. !@",6,Toys,Medium
CUST0371,Customer_371,65.0,24587.72,PhD,,New York,Amazing! Highly recommended. %,5,Books,Medium
CUST0372,Customer_372,36.0,104747.82,PhD,Artist,Chicago,"Decent quality, but shipping took too long. ~&",18,Toys,Medium
CUST0373,Customer_373,41.0,119681.02,Master,Engineer,Phoenix,Love it! Perfect for my needs. #*,23,Books,Medium
CUST0374,Customer_374,23.0,97199.03,PhD,Doctor,Chicago,"It's okay, not the best, but does the job. **%",11,Books,Low
CUST0375,Customer_375,39.0,85155.81,PhD,Artist,Los Angeles,Terrible experience. Never shopping here again! &$^,16,Electronics,High
CUST0376,Customer_376,30.0,,,Teacher,Los Angeles,Love it! Perfect for my needs. #@,25,Toys,High
CUST0377,Customer_377,35.0,47117.92,PhD,Engineer,Phoenix,"Decent quality, but shipping took too long. *",14,Home Appliances,Low
CUST0378,Customer_378,64.0,64619.19,Bachelor,Engineer,Chicago,"The packaging was damaged, but the product is fine. ^@",27,Books,High
CUST0379,Customer_379,63.0,79749.6,PhD,,Phoenix,Love it! Perfect for my needs. !#,11,Clothing,Medium
CUST0380,Customer_380,53.0,23942.37,PhD,Scientist,New York,Love it! Perfect for my needs. %!,28,Toys,Low
CUST0381,Customer_381,45.0,31422.83,Master,Artist,Houston,Amazing! Highly recommended. %*,2,Home Appliances,High
CUST0382,Customer_382,58.0,45670.73,High School,Scientist,Houston,"It's okay, not the best, but does the job. *",21,Home Appliances,High
CUST0383,Customer_383,56.0,93198.81,High School,,New York,Customer service was very helpful! #~,17,,High
CUST0384,Customer_384,33.0,118131.89,High School,Scientist,New York,Great product! Would definitely buy again. !,8,Electronics,Medium
CUST0385,Customer_385,25.0,,Master,Teacher,Los Angeles,Amazing! Highly recommended. ~,24,Electronics,Medium
CUST0386,Customer_386,36.0,33929.76,Bachelor,Lawyer,Los Angeles,"The packaging was damaged, but the product is fine. ~~",23,Clothing,High
CUST0387,Customer_387,47.0,105317.04,Master,Artist,Phoenix,"The packaging was damaged, but the product is fine. ^^%",4,Toys,High
CUST0388,Customer_388,58.0,102362.32,High School,Doctor,New York,Love it! Perfect for my needs. $%@,15,Books,Medium
CUST0389,Customer_389,35.0,92134.38,Bachelor,Lawyer,New York,"The packaging was damaged, but the product is fine. *$!",17,Books,Low
CUST0390,Customer_390,54.0,75943.32,Master,Artist,New York,Not what I expected... could be better. **^,10,Clothing,Medium
CUST0391,Customer_391,26.0,95033.71,High School,Teacher,Phoenix,Customer service was very helpful! @,30,Clothing,Low
CUST0392,Customer_392,67.0,40969.48,Master,Lawyer,Chicago,"The packaging was damaged, but the product is fine. ~",4,Books,Medium
CUST0393,Customer_393,69.0,90077.15,Master,Lawyer,Houston,"Decent quality, but shipping took too long. %$@",18,Toys,Low
CUST0394,Customer_394,68.0,45833.78,Bachelor,Engineer,Chicago,Terrible experience. Never shopping here again! !*%,9,Books,High
CUST0395,Customer_395,28.0,119272.96,Master,Lawyer,Phoenix,Great product! Would definitely buy again. @~,20,Toys,Medium
CUST0396,Customer_396,46.0,35630.33,Master,Lawyer,Phoenix,"It's okay, not the best, but does the job. %@$",30,Home Appliances,High
CUST0397,Customer_397,28.0,98296.69,PhD,Artist,Chicago,Great product! Would definitely buy again. $,28,Electronics,High
CUST0398,Customer_398,,79603.73,PhD,Engineer,New York,"Decent quality, but shipping took too long. ~&&",18,Toys,Low
CUST0399,Customer_399,37.0,115524.1,,Engineer,Chicago,Amazing! Highly recommended. **&,4,Books,High
CUST0400,Customer_400,41.0,82664.45,Bachelor,Doctor,New York,"Decent quality, but shipping took too long. @~@",10,Books,High
CUST0401,Customer_401,34.0,87417.45,Master,Scientist,Phoenix,Customer service was very helpful! @&&,6,Clothing,Low
CUST0402,Customer_402,60.0,87399.39,PhD,Lawyer,Phoenix,"The packaging was damaged, but the product is fine. !",9,Books,High
CUST0403,Customer_403,38.0,38930.68,Bachelor,Engineer,Houston,Customer service was very helpful! ~,2,Home Appliances,High
CUST0404,Customer_404,66.0,83762.61,Bachelor,Doctor,Phoenix,Worst purchase I've made. Very disappointed! &*,16,Books,Low
CUST0405,Customer_405,50.0,97478.65,Master,Teacher,Phoenix,Love it! Perfect for my needs. !,25,Books,High
CUST0406,Customer_406,38.0,40481.14,High School,Doctor,Houston,Terrible experience. Never shopping here again! $!,17,Books,Medium
CUST0407,Customer_407,65.0,46848.75,Master,Artist,Los Angeles,Customer service was very helpful! #~%,16,Electronics,High
CUST0408,Customer_408,21.0,118361.87,Bachelor,Engineer,Houston,Great product! Would definitely buy again. !$,28,,Low
CUST0409,Customer_409,27.0,66982.8,Bachelor,Engineer,Phoenix,Customer service was very helpful! !,29,Clothing,Medium
CUST0410,Customer_410,24.0,70473.97,Bachelor,Artist,Chicago,,28,Electronics,High
CUST0411,Customer_411,56.0,63655.13,Master,Engineer,Houston,Love it! Perfect for my needs. !@,13,Books,Medium
CUST0412,Customer_412,51.0,77406.69,,Scientist,Los Angeles,Amazing! Highly recommended. @^,30,Electronics,Low
CUST0413,Customer_413,59.0,86753.08,PhD,Engineer,Los Angeles,"It's okay, not the best, but does the job. ^#$",19,Books,Medium
CUST0414,Customer_414,18.0,22870.34,High School,Scientist,Phoenix,"It's okay, not the best, but does the job. %#",12,Toys,High
CUST0415,Customer_415,49.0,67851.66,Master,Engineer,New York,Not what I expected... could be better. ~^$,7,Books,Medium
CUST0416,Customer_416,31.0,114375.64,Master,Artist,Los Angeles,Amazing! Highly recommended. %@,3,Home Appliances,High
CUST0417,Customer_417,22.0,108463.26,Bachelor,Lawyer,New York,Customer service was very helpful! &,7,Home Appliances,Low
CUST0418,Customer_418,37.0,27599.61,Master,Lawyer,Phoenix,"Decent quality, but shipping took too long. ~",13,Toys,Medium
CUST0419,Customer_419,58.0,71106.4,High School,Doctor,Houston,Love it! Perfect for my needs. $@@,13,Clothing,High
CUST0420,Customer_420,,70395.65,High School,Artist,Phoenix,Great product! Would definitely buy again. !,14,Electronics,Low
CUST0421,Customer_421,18.0,113813.0,,Lawyer,Houston,Worst purchase I've made. Very disappointed! %!,2,Toys,Low
CUST0422,Customer_422,18.0,52199.29,High School,Teacher,Los Angeles,Terrible experience. Never shopping here again! $&,29,Electronics,Medium
CUST0423,Customer_423,61.0,118326.4,High School,,Phoenix,"Decent quality, but shipping took too long. ^@",6,Books,Low
CUST0424,Customer_424,58.0,80961.72,Master,Teacher,New York,Worst purchase I've made. Very disappointed! ##$,8,Electronics,High
CUST0425,Customer_425,23.0,86142.06,High School,Artist,Los Angeles,Terrible experience. Never shopping here again! &&*,13,Clothing,Medium
CUST0426,Customer_426,60.0,55291.77,Master,Lawyer,New York,"Decent quality, but shipping took too long. #",21,Clothing,Low
CUST0427,Customer_427,67.0,79848.04,Master,Artist,Houston,Terrible experience. Never shopping here again! @,4,Clothing,Medium
CUST0428,Customer_428,48.0,90553.29,PhD,Engineer,Los Angeles,Terrible experience. Never shopping here again! !,4,Home Appliances,High
CUST0429,Customer_429,45.0,53608.44,Master,Lawyer,Phoenix,Worst purchase I've made. Very disappointed! !~,13,Clothing,High
CUST0430,Customer_430,20.0,115416.05,Bachelor,Engineer,Houston,Not what I expected... could be better. ~~$,17,Electronics,Medium
CUST0431,Customer_431,51.0,98333.05,Master,Engineer,Houston,"Decent quality, but shipping took too long. ~",18,Home Appliances,Low
CUST0432,Customer_432,40.0,48711.59,High School,Teacher,Houston,"It's okay, not the best, but does the job. @",27,Clothing,Medium
CUST0433,Customer_433,18.0,118546.79,Bachelor,Scientist,Chicago,"The packaging was damaged, but the product is fine. *!!",6,Clothing,Low
CUST0434,Customer_434,,65307.4,Bachelor,Doctor,Chicago,"Decent quality, but shipping took too long. $^#",22,Electronics,Medium
CUST0435,Customer_435,25.0,27697.74,Bachelor,Artist,Houston,,23,Toys,Medium
CUST0436,Customer_436,63.0,71520.99,,Lawyer,Los Angeles,Worst purchase I've made. Very disappointed! #,23,Books,Medium
CUST0437,Customer_437,69.0,32010.14,High School,Scientist,Houston,Terrible experience. Never shopping here again! !%^,2,Home Appliances,Medium
CUST0438,Customer_438,30.0,113633.64,Bachelor,Doctor,New York,Amazing! Highly recommended. %$&,12,Electronics,Medium
CUST0439,Customer_439,57.0,99507.12,High School,Engineer,New York,"It's okay, not the best, but does the job. $*",28,Clothing,Medium
CUST0440,Customer_440,67.0,74673.16,High School,Doctor,New York,Worst purchase I've made. Very disappointed! $,6,Electronics,High
CUST0441,Customer_441,32.0,73368.77,PhD,Scientist,Chicago,Not what I expected... could be better. !,14,,Medium
CUST0442,Customer_442,26.0,81102.39,Bachelor,Doctor,Chicago,Not what I expected... could be better. &&,25,,Low
CUST0443,Customer_443,62.0,29515.86,Master,,Chicago,"It's okay, not the best, but does the job. ^",25,Books,Medium
CUST0444,Customer_444,19.0,114318.21,High School,Teacher,Chicago,"It's okay, not the best, but does the job. @%",25,Books,Low
CUST0445,Customer_445,,39544.57,Bachelor,Lawyer,New York,Amazing! Highly recommended. *^,25,,Low
CUST0446,Customer_446,50.0,27528.09,High School,Artist,New York,Customer service was very helpful! ^,10,Electronics,Medium
CUST0447,Customer_447,47.0,49014.9,Bachelor,Scientist,Houston,"It's okay, not the best, but does the job. %~~",11,Toys,Medium
CUST0448,Customer_448,70.0,30956.48,Bachelor,Teacher,New York,Great product! Would definitely buy again. $,6,Clothing,High
CUST0449,Customer_449,61.0,50828.95,PhD,Scientist,Los Angeles,"It's okay, not the best, but does the job. #$&",29,Books,Low
CUST0450,Customer_450,19.0,46397.22,PhD,Doctor,Los Angeles,Customer service was very helpful! *^,20,Toys,High
CUST0451,Customer_451,52.0,31242.69,High School,Artist,Los Angeles,"It's okay, not the best, but does the job. &",25,Clothing,High
CUST0452,Customer_452,44.0,83677.1,,Scientist,Phoenix,"It's okay, not the best, but does the job. %",2,Home Appliances,Medium
CUST0453,Customer_453,18.0,,Master,Artist,Phoenix,"The packaging was damaged, but the product is fine. ***",26,Home Appliances,Low
CUST0454,Customer_454,54.0,62154.65,PhD,Teacher,Houston,"The packaging was damaged, but the product is fine. *",20,Home Appliances,Medium
CUST0455,Customer_455,20.0,64587.84,,Engineer,Houston,Not what I expected... could be better. ~,28,Home Appliances,High
CUST0456,Customer_456,31.0,119093.93,PhD,Engineer,Los Angeles,Terrible experience. Never shopping here again! ~~!,6,Clothing,Low
CUST0457,Customer_457,57.0,118913.09,Master,Lawyer,New York,Love it! Perfect for my needs. %,12,Electronics,High
CUST0458,Customer_458,54.0,108533.45,PhD,Doctor,Phoenix,"The packaging was damaged, but the product is fine. $~",22,Toys,Low
CUST0459,Customer_459,26.0,110201.26,Master,Teacher,Houston,Terrible experience. Never shopping here again! %!,11,Books,Low
CUST0460,Customer_460,51.0,51741.9,PhD,Doctor,Chicago,Worst purchase I've made. Very disappointed! %,19,Toys,High
